UserID,YOB,Gender,Income,HouseholdStatus,EducationLevel,Party,Happy,Q124742,Q124122,Q123464,Q123621,Q122769,Q122770,Q122771,Q122120,Q121699,Q121700,Q120978,Q121011,Q120379,Q120650,Q120472,Q120194,Q120012,Q120014,Q119334,Q119851,Q119650,Q118892,Q118117,Q118232,Q118233,Q118237,Q117186,Q117193,Q116797,Q116881,Q116953,Q116601,Q116441,Q116448,Q116197,Q115602,Q115777,Q115610,Q115611,Q115899,Q115390,Q114961,Q114748,Q115195,Q114517,Q114386,Q113992,Q114152,Q113583,Q113584,Q113181,Q112478,Q112512,Q112270,Q111848,Q111580,Q111220,Q110740,Q109367,Q108950,Q109244,Q108855,Q108617,Q108856,Q108754,Q108342,Q108343,Q107869,Q107491,Q106993,Q106997,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q102089,Q101162,Q101163,Q101596,Q100689,Q100680,Q100562,Q99982,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98059,Q98078,Q98197,Q96024,votes
44,1968,Male,"$50,000 - $74,999",Married (no kids),MISS,Republican,1,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Yes,Start,Yes,Yes,MISS,Yes,No,No,Yes,Yes,Mysterious,Yes,Yes,Talk,People,Yes,No,No,Yes,No,Demanding,No,Mac,Yes,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Yes,Yes,Yay people!,Yes,No,No,Yes,Yes,Yes,Yes,No,No,MISS,MISS,No,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,No,37
46,1992,Male,"$100,001 - $150,000",Single (no kids),Current Undergraduate,Democrat,1,No,Yes,No,No,No,Yes,Public,No,Yes,No,Yes,Yes,Yes,Yes,Art,Study first,No,Yes,No,No,Receiving,Yes,Yes,Pragmatist,No,No,Cool headed,Standard hours,No,Right,No,No,No,Yes,A.M.,Yes,End,Yes,No,Circumstances,No,No,No,Yes,No,Mysterious,No,No,Tunes,Technology,No,Yes,Yes,Yes,Yes,Supportive,No,Mac,No,Cautious,Yes,Umm...,No,Space,No,In-person,No,No,Yes,Yes,Grrr people,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Own,Optimist,Mom,No,No,No,Yes,Nope,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,101
48,1971,Male,"$100,001 - $150,000",Married (w/kids),High School Diploma,Independent,1,No,Yes,No,No,Yes,Yes,Public,No,Yes,No,Yes,No,No,Yes,Art,Study first,Yes,Yes,Yes,No,Giving,Yes,No,Idealist,Yes,No,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,No,End,No,Yes,Circumstances,No,No,No,No,No,TMI,No,Yes,Tunes,Technology,Yes,Yes,Yes,No,Yes,MISS,MISS,Mac,Yes,Risk-friendly,No,Yes!,No,Space,No,In-person,No,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Own,Optimist,Dad,Yes,Yes,No,MISS,MISS,MISS,MISS,No,Yes,Yes,No,Yes,Yes,Yes,Yes,79
49,1969,Female,"$100,001 - $150,000",Married (w/kids),Master's Degree,Democrat,1,No,No,No,Yes,No,Yes,Public,No,Yes,No,Yes,No,Yes,No,Science,Study first,No,No,No,No,Giving,Yes,Yes,Pragmatist,Yes,Yes,Hot headed,Standard hours,Yes,Happy,Yes,Yes,Yes,No,A.M.,No,End,Yes,Yes,Me,No,No,No,No,No,Mysterious,No,No,Talk,People,No,Yes,Yes,No,Yes,Supportive,Yes,PC,Yes,Cautious,Yes,Yes!,No,Space,No,Online,Yes,Yes,Yes,Yes,Yay people!,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Own,Optimist,Mom,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,No,No,Yes,No,No,No,101
50,1997,Male,"over $150,000",Married (w/kids),Current K-12,Republican,1,MISS,Yes,No,MISS,MISS,MISS,Private,No,MISS,MISS,Yes,No,MISS,Yes,Science,Try first,MISS,MISS,MISS,No,Giving,MISS,No,MISS,MISS,No,MISS,Standard hours,MISS,Happy,No,Yes,MISS,No,P.M.,MISS,MISS,MISS,Yes,MISS,Yes,Yes,MISS,No,MISS,MISS,MISS,MISS,MISS,MISS,Yes,Yes,Yes,No,No,Supportive,No,Mac,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Pessimist,Mom,MISS,MISS,MISS,No,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Yes,MISS,Yes,MISS,36
51,1980,Male,MISS,Married (no kids),Bachelor's Degree,Independent,0,Yes,Yes,No,Yes,No,Yes,Public,No,Yes,No,Yes,No,No,Yes,Science,Study first,No,No,No,Yes,Receiving,No,Yes,Pragmatist,Yes,No,Cool headed,Odd hours,No,Right,Yes,Yes,No,Yes,P.M.,Yes,End,No,Yes,Circumstances,No,Yes,Yes,No,No,Mysterious,Yes,No,Talk,People,No,No,Yes,No,Yes,Supportive,No,PC,Yes,Cautious,No,MISS,MISS,MISS,MISS,In-person,No,No,Yes,Yes,Grrr people,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Own,Pessimist,Mom,Yes,No,No,No,Nope,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,97
56,1976,Male,"$25,001 - $50,000",Single (w/kids),MISS,Republican,0,Yes,Yes,No,Yes,No,No,Public,No,Yes,No,Yes,No,No,No,Science,Study first,Yes,No,Yes,No,Giving,No,Yes,Pragmatist,No,Yes,Hot headed,Odd hours,Yes,Happy,No,No,Yes,No,A.M.,Yes,MISS,No,No,MISS,MISS,MISS,MISS,Yes,MISS,MISS,MISS,MISS,Tunes,People,No,No,Yes,Yes,No,Supportive,No,PC,Yes,Cautious,No,Yes!,No,Socialize,No,Online,No,Yes,No,MISS,MISS,No,Yes,No,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Rent,Pessimist,Mom,No,No,No,Yes,MISS,MISS,MISS,No,Yes,Yes,Yes,Yes,No,No,Yes,78
57,1961,Female,"$100,001 - $150,000",Married (w/kids),MISS,Independent,0,MISS,No,No,Yes,No,No,Private,No,Yes,No,No,Yes,No,Yes,Science,Try first,No,Yes,No,No,Giving,Yes,Yes,Pragmatist,No,No,Cool headed,Odd hours,Yes,Happy,Yes,Yes,No,No,A.M.,Yes,End,Yes,No,Me,No,Yes,No,Yes,No,TMI,Yes,Yes,Talk,Technology,No,Yes,No,No,Yes,Supportive,No,Mac,Yes,Cautious,No,Umm...,No,Space,No,Online,Yes,Yes,Yes,No,Yay people!,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Own,Optimist,Dad,No,Yes,Yes,Yes,Nope,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,100
58,1995,Male,"over $150,000",Single (no kids),Current Undergraduate,Democrat,0,No,Yes,No,No,No,Yes,Public,No,Yes,No,No,Yes,No,Yes,Science,Study first,No,Yes,No,Yes,Giving,No,No,Idealist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Circumstances,Yes,Yes,Yes,Yes,No,Mysterious,Yes,No,Tunes,People,No,Yes,Yes,No,No,Supportive,No,Mac,No,Cautious,No,Yes!,No,Space,Yes,In-person,No,No,Yes,Yes,Grrr people,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Own,Pessimist,Dad,No,Yes,Yes,Yes,Nope,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,101
59,1975,Male,"$75,000 - $100,000",Married (w/kids),Bachelor's Degree,Independent,0,No,MISS,No,Yes,Yes,No,Public,No,Yes,No,Yes,Yes,No,Yes,Art,Try first,Yes,No,No,Yes,Giving,Yes,No,Idealist,No,Yes,MISS,Standard hours,No,Happy,No,Yes,Yes,Yes,P.M.,No,End,Yes,No,Me,Yes,Yes,No,No,No,TMI,No,No,Talk,Technology,No,Yes,Yes,No,No,Supportive,No,PC,Yes,Risk-friendly,No,Umm...,No,Space,No,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Own,Pessimist,Mom,No,Yes,No,Yes,Nope,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,99
61,1990,Male,"$50,000 - $74,999",Single (no kids),MISS,Democrat,1,MISS,Yes,No,No,No,Yes,Public,No,No,No,Yes,No,No,Yes,Art,Try first,Yes,No,No,No,Receiving,No,No,Idealist,No,Yes,Hot headed,Odd hours,Yes,Happy,Yes,Yes,No,Yes,P.M.,Yes,End,No,No,Me,No,MISS,MISS,MISS,No,TMI,No,No,Tunes,People,MISS,MISS,MISS,MISS,Yes,Demanding,Yes,Mac,Yes,Risk-friendly,Yes,Yes!,No,Space,Yes,In-person,Yes,No,Yes,Yes,Grrr people,Yes,No,Yes,No,Yes,Yes,Yes,MISS,Yes,Yes,Yes,No,Rent,Pessimist,Mom,No,Yes,No,MISS,Check!,No,No,No,Yes,MISS,Yes,Yes,Yes,No,No,90
62,1958,Male,"$50,000 - $74,999",Single (no kids),High School Diploma,Republican,0,MISS,No,No,Yes,Yes,Yes,Public,No,Yes,No,No,Yes,No,Yes,Science,Try first,No,No,No,No,Giving,No,Yes,Pragmatist,No,Yes,Cool headed,Standard hours,No,Right,Yes,No,No,No,A.M.,MISS,Start,Yes,No,Me,No,Yes,Yes,Yes,Yes,Mysterious,Yes,No,Talk,Technology,Yes,Yes,Yes,No,Yes,Demanding,No,PC,Yes,MISS,No,MISS,MISS,MISS,MISS,In-person,No,No,Yes,Yes,Grrr people,Yes,MISS,MISS,No,No,No,No,No,Yes,No,Yes,No,Rent,Pessimist,Dad,No,Yes,No,No,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,92
63,1991,Male,"under $25,000",Single (no kids),Current Undergraduate,Republican,0,No,Yes,No,No,No,No,Public,No,Yes,No,No,No,No,Yes,Art,Study first,No,Yes,No,No,Receiving,Yes,Yes,Pragmatist,No,No,Cool headed,Standard hours,No,Right,Yes,No,Yes,No,P.M.,Yes,Start,No,Yes,Circumstances,Yes,Yes,Yes,Yes,No,Mysterious,No,Yes,Tunes,Technology,Yes,No,Yes,No,Yes,Supportive,No,Mac,No,Cautious,No,Yes!,No,Space,No,In-person,No,Yes,Yes,Yes,Grrr people,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Own,Pessimist,Mom,No,No,No,Yes,Check!,Yes,No,No,No,Yes,No,Only-child,No,Yes,Yes,101
64,1984,Female,"$75,000 - $100,000",Single (no kids),Bachelor's Degree,Independent,0,No,Yes,No,Yes,No,Yes,Public,No,Yes,No,Yes,No,No,Yes,Science,Study first,Yes,Yes,Yes,Yes,Receiving,No,No,Pragmatist,No,Yes,Hot headed,Standard hours,No,Happy,No,Yes,Yes,Yes,P.M.,No,Start,Yes,No,Me,No,Yes,Yes,Yes,No,TMI,No,No,Tunes,Technology,No,No,Yes,Yes,Yes,Supportive,No,Mac,No,Risk-friendly,No,Umm...,No,Space,No,Online,Yes,No,No,Yes,Grrr people,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Own,Optimist,Dad,No,Yes,Yes,Yes,Check!,Yes,Yes,No,Yes,No,No,Yes,No,No,No,101
65,1958,Female,"$50,000 - $74,999",Domestic Partners (no kids),Bachelor's Degree,Democrat,1,No,No,MISS,MISS,No,Yes,Public,No,Yes,No,No,Yes,No,Yes,MISS,Study first,No,MISS,MISS,Yes,Giving,Yes,No,MISS,MISS,MISS,MISS,Odd hours,No,Happy,MISS,Yes,No,Yes,P.M.,No,End,Yes,No,Me,MISS,MISS,Yes,MISS,No,TMI,MISS,MISS,Tunes,MISS,MISS,No,Yes,MISS,Yes,MISS,MISS,PC,Yes,MISS,Yes,MISS,MISS,Socialize,No,MISS,Yes,Yes,Yes,Yes,Yay people!,Yes,MISS,MISS,Yes,No,Yes,MISS,MISS,MISS,MISS,MISS,MISS,Own,Optimist,MISS,MISS,Yes,MISS,MISS,MISS,Yes,No,No,Yes,MISS,MISS,MISS,MISS,MISS,No,59
66,1990,Female,"$25,001 - $50,000",Single (no kids),Bachelor's Degree,Libertarian,0,MISS,No,No,No,Yes,No,Public,No,Yes,No,No,Yes,Yes,MISS,MISS,Study first,Yes,No,No,No,Giving,Yes,Yes,Pragmatist,No,Yes,Hot headed,Odd hours,No,Happy,No,Yes,No,Yes,P.M.,Yes,End,Yes,No,Me,No,No,Yes,Yes,Yes,TMI,No,No,Talk,People,No,Yes,Yes,No,MISS,MISS,MISS,MISS,MISS,Cautious,MISS,Yes!,No,Space,No,In-person,No,No,Yes,No,Grrr people,No,No,Yes,Yes,Yes,MISS,No,Yes,No,No,No,No,MISS,Pessimist,Dad,No,No,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,90
67,1996,Male,"under $25,000",Single (no kids),MISS,Independent,1,Yes,No,No,No,No,Yes,Public,No,No,No,Yes,Yes,Yes,Yes,Science,Try first,No,Yes,No,No,Receiving,No,No,Idealist,Yes,No,Cool headed,Standard hours,No,Happy,Yes,Yes,No,No,P.M.,Yes,End,Yes,Yes,Me,No,Yes,Yes,No,No,TMI,No,Yes,Tunes,People,Yes,Yes,Yes,No,Yes,Supportive,No,PC,Yes,Cautious,No,Yes!,No,Socialize,Yes,In-person,No,Yes,Yes,Yes,Grrr people,No,No,No,No,No,MISS,No,No,No,No,Yes,No,Own,Optimist,Mom,No,No,No,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,100
69,1955,Male,"$100,001 - $150,000",Married (no kids),Associate's Degree,Independent,1,No,No,No,No,No,Yes,Public,No,Yes,No,No,No,No,Yes,Science,Study first,Yes,Yes,No,Yes,Giving,Yes,No,Pragmatist,Yes,No,Cool headed,Odd hours,No,Happy,Yes,Yes,Yes,No,P.M.,No,End,Yes,Yes,Me,No,No,No,No,No,TMI,No,No,Tunes,Technology,No,Yes,Yes,No,No,Demanding,No,PC,Yes,Risk-friendly,Yes,Umm...,No,Space,Yes,In-person,No,Yes,Yes,No,Yay people!,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Own,Optimist,Dad,Yes,No,No,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,101
70,1970,Female,"$50,000 - $74,999",Married (w/kids),Bachelor's Degree,Independent,0,No,No,No,Yes,Yes,Yes,Public,Yes,Yes,No,Yes,No,No,Yes,Science,Try first,No,No,No,No,Giving,Yes,Yes,Pragmatist,No,No,Cool headed,Standard hours,No,Right,Yes,Yes,Yes,No,A.M.,Yes,Start,Yes,Yes,Me,Yes,No,Yes,Yes,No,Mysterious,No,Yes,Talk,Technology,Yes,Yes,Yes,No,No,Demanding,No,Mac,No,Cautious,No,Yes!,No,Space,Yes,Online,Yes,No,Yes,Yes,Yay people!,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Own,Pessimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Only-child,Yes,Yes,No,101
71,1969,Male,"$100,001 - $150,000",Married (w/kids),High School Diploma,Republican,1,MISS,Yes,No,Yes,No,Yes,Public,No,No,No,No,Yes,No,Yes,Science,MISS,MISS,MISS,No,MISS,Giving,No,Yes,Pragmatist,Yes,No,Cool headed,Standard hours,No,Happy,No,Yes,Yes,Yes,P.M.,Yes,End,Yes,Yes,Me,No,No,Yes,No,Yes,TMI,No,No,Tunes,People,Yes,No,Yes,Yes,No,Supportive,Yes,Mac,No,Risk-friendly,No,Yes!,No,Socialize,No,In-person,No,Yes,Yes,No,Yay people!,Yes,Yes,Yes,No,No,No,No,No,No,No,No,MISS,Own,Optimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,No,Yes,No,Yes,No,Yes,MISS,94
72,1960,Female,"$75,000 - $100,000",Married (w/kids),Master's Degree,Independent,0,No,Yes,No,No,Yes,Yes,Public,Yes,Yes,No,No,Yes,Yes,Yes,Science,Study first,Yes,Yes,Yes,No,Giving,Yes,No,Idealist,No,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,No,No,A.M.,Yes,Start,Yes,Yes,Circumstances,Yes,No,Yes,No,Yes,Mysterious,No,No,Tunes,Technology,Yes,Yes,Yes,No,Yes,Supportive,No,PC,Yes,Risk-friendly,No,Yes!,No,Space,No,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Rent,Optimist,Mom,Yes,Yes,Yes,Yes,Nope,Yes,No,MISS,Yes,No,No,Yes,Yes,Yes,No,100
73,1944,Male,"over $150,000",Married (w/kids),Doctoral Degree,Republican,0,Yes,No,No,No,No,Yes,Public,No,Yes,No,No,No,Yes,Yes,Science,Study first,Yes,Yes,No,No,Giving,Yes,No,Pragmatist,No,No,Hot headed,Standard hours,No,Happy,Yes,Yes,Yes,No,A.M.,Yes,End,Yes,Yes,Circumstances,No,No,Yes,No,No,MISS,No,Yes,Talk,Technology,Yes,No,Yes,No,Yes,Supportive,No,PC,MISS,Cautious,MISS,Umm...,No,Space,No,MISS,No,Yes,Yes,Yes,Yay people!,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Own,Optimist,Dad,No,Yes,Yes,No,Nope,Yes,No,No,Yes,No,No,Yes,No,No,Yes,97
74,1958,Male,"$75,000 - $100,000",Married (w/kids),Current K-12,Republican,1,No,No,No,Yes,No,Yes,Public,No,Yes,No,No,No,No,No,Science,Try first,Yes,No,No,No,Giving,Yes,Yes,Idealist,No,No,Cool headed,Odd hours,Yes,Right,Yes,Yes,Yes,No,A.M.,Yes,End,Yes,Yes,Me,Yes,No,No,Yes,No,Mysterious,Yes,No,Talk,Technology,Yes,No,Yes,Yes,No,Supportive,No,PC,Yes,Risk-friendly,No,Umm...,No,Socialize,No,In-person,Yes,Yes,Yes,No,Yay people!,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Own,Optimist,Dad,Yes,Yes,No,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,101
75,1975,Male,"$75,000 - $100,000",Domestic Partners (w/kids),Bachelor's Degree,Republican,0,MISS,Yes,No,Yes,No,Yes,Public,No,Yes,No,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,No,Supportive,No,PC,Yes,Risk-friendly,No,Yes!,Yes,Space,No,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Yes,Nope,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,49
76,1985,Male,"$50,000 - $74,999",Single (no kids),High School Diploma,Independent,0,MISS,MISS,No,Yes,MISS,Yes,Public,No,Yes,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Giving,No,MISS,MISS,MISS,MISS,MISS,Standard hours,MISS,MISS,MISS,MISS,Yes,MISS,MISS,MISS,MISS,MISS,No,Circumstances,MISS,MISS,MISS,Yes,Yes,MISS,Yes,MISS,Talk,People,MISS,MISS,Yes,MISS,MISS,MISS,MISS,MISS,MISS,Risk-friendly,MISS,Umm...,No,Space,No,MISS,No,No,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Yes,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,26
77,1982,Female,MISS,Single (no kids),Bachelor's Degree,Independent,0,MISS,Yes,No,No,No,No,Public,MISS,Yes,No,Yes,MISS,Yes,MISS,Art,MISS,Yes,No,Yes,No,MISS,No,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Yes,Yes,MISS,P.M.,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Yes,No,MISS,TMI,MISS,MISS,MISS,MISS,MISS,No,MISS,No,Yes,Supportive,No,Mac,MISS,Cautious,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Yes,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Optimist,Dad,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,No,MISS,MISS,Yes,Yes,MISS,MISS,35
78,1978,Male,"$50,000 - $74,999",Single (w/kids),Current Undergraduate,Republican,0,MISS,MISS,No,MISS,MISS,MISS,Public,No,Yes,Yes,Yes,Yes,MISS,Yes,Art,Try first,Yes,MISS,MISS,Yes,Giving,Yes,Yes,MISS,No,MISS,Cool headed,MISS,MISS,MISS,MISS,Yes,Yes,No,MISS,Yes,End,MISS,Yes,Me,No,No,No,Yes,No,Mysterious,No,Yes,Talk,People,Yes,MISS,MISS,Yes,Yes,Supportive,No,Mac,Yes,Risk-friendly,No,Yes!,Yes,Socialize,No,In-person,Yes,MISS,Yes,MISS,Yay people!,Yes,MISS,MISS,MISS,MISS,Yes,Yes,No,MISS,MISS,No,MISS,Own,Optimist,Dad,No,MISS,Yes,Yes,MISS,Yes,No,No,Yes,Yes,MISS,Yes,Yes,Yes,MISS,70
80,1959,Male,"$100,001 - $150,000",Married (no kids),Bachelor's Degree,Libertarian,1,MISS,No,No,Yes,No,No,Public,No,Yes,No,No,No,No,Yes,Art,Study first,Yes,Yes,Yes,Yes,Giving,Yes,Yes,Idealist,No,Yes,Hot headed,Standard hours,No,Happy,Yes,Yes,Yes,Yes,P.M.,Yes,End,Yes,Yes,Circumstances,No,No,Yes,No,No,Mysterious,No,No,Talk,Technology,No,No,No,Yes,No,Supportive,No,Mac,No,Cautious,No,Umm...,No,Space,Yes,In-person,Yes,Yes,Yes,MISS,MISS,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Own,Optimist,Dad,Yes,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,Yes,MISS,97
81,1987,Male,"$75,000 - $100,000",Domestic Partners (no kids),High School Diploma,Independent,1,Yes,No,No,Yes,Yes,No,Private,No,Yes,No,Yes,Yes,No,Yes,Science,Study first,No,No,Yes,No,Giving,Yes,No,Idealist,No,No,Cool headed,Odd hours,No,Happy,Yes,No,No,Yes,P.M.,Yes,Start,Yes,No,Circumstances,No,Yes,No,Yes,Yes,Mysterious,No,No,Tunes,People,No,Yes,Yes,Yes,Yes,Supportive,No,Mac,Yes,Risk-friendly,No,Umm...,No,Space,No,In-person,No,No,Yes,Yes,Yay people!,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Own,Optimist,Dad,No,No,No,Yes,Nope,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,101
82,1959,Male,"over $150,000",Married (w/kids),Master's Degree,Independent,1,No,No,No,Yes,No,Yes,Public,No,No,No,No,No,Yes,Yes,Science,Study first,No,Yes,No,Yes,Giving,Yes,No,Pragmatist,No,Yes,MISS,MISS,Yes,Right,Yes,Yes,No,No,P.M.,Yes,MISS,Yes,Yes,MISS,Yes,No,Yes,No,No,Mysterious,No,Yes,Talk,People,Yes,No,Yes,No,Yes,Supportive,No,PC,Yes,Risk-friendly,No,Umm...,No,Space,No,In-person,No,Yes,Yes,Yes,Grrr people,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Own,Optimist,Dad,No,Yes,Yes,Yes,Check!,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,97
83,1994,Male,"$75,000 - $100,000",MISS,High School Diploma,Republican,0,No,Yes,No,Yes,No,Yes,Public,No,No,No,No,Yes,No,Yes,Art,Study first,No,No,Yes,No,Receiving,No,Yes,Idealist,No,Yes,Hot headed,Standard hours,No,Happy,No,Yes,Yes,No,P.M.,Yes,End,Yes,No,Me,Yes,No,Yes,Yes,No,Mysterious,No,Yes,Tunes,Technology,Yes,Yes,No,Yes,No,Demanding,No,PC,Yes,Risk-friendly,No,Yes!,No,Space,No,In-person,Yes,No,Yes,No,Grrr people,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Rent,Pessimist,Mom,No,No,No,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,101
84,1998,Female,"$75,000 - $100,000",Single (no kids),Current K-12,Republican,1,Yes,Yes,No,No,No,Yes,Public,No,Yes,No,Yes,No,No,Yes,Science,Study first,No,Yes,Yes,Yes,Giving,Yes,Yes,Pragmatist,No,No,Hot headed,Standard hours,No,Happy,Yes,No,No,Yes,P.M.,No,Start,No,No,Circumstances,No,Yes,Yes,No,Yes,TMI,No,No,Tunes,People,No,No,Yes,Yes,Yes,Demanding,No,PC,No,Risk-friendly,No,Yes!,No,Space,Yes,In-person,No,Yes,Yes,Yes,Grrr people,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Own,Optimist,Dad,No,No,No,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,101
85,1966,Male,"over $150,000",Married (w/kids),Master's Degree,Republican,1,No,Yes,No,Yes,No,Yes,Public,No,Yes,No,Yes,No,Yes,Yes,Science,Study first,Yes,Yes,No,Yes,Giving,Yes,No,Pragmatist,No,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,Yes,No,A.M.,Yes,Start,Yes,No,Me,Yes,No,Yes,No,Yes,Mysterious,Yes,No,Talk,People,No,No,Yes,Yes,Yes,Supportive,No,PC,No,Risk-friendly,No,Yes!,No,Socialize,No,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Own,Optimist,Dad,No,No,No,No,Check!,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,101
86,1959,Male,"$75,000 - $100,000",Married (w/kids),Associate's Degree,Democrat,0,MISS,Yes,No,Yes,Yes,No,Public,No,Yes,No,No,Yes,No,Yes,Art,Try first,No,Yes,No,No,Receiving,Yes,Yes,Pragmatist,No,Yes,Hot headed,Standard hours,Yes,Happy,Yes,Yes,Yes,Yes,A.M.,Yes,Start,Yes,Yes,Circumstances,Yes,No,Yes,No,No,Mysterious,No,No,Talk,People,No,Yes,Yes,MISS,No,Supportive,No,Mac,No,Cautious,No,Yes!,No,Space,No,Online,Yes,Yes,Yes,Yes,Grrr people,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Own,Optimist,Dad,Yes,Yes,No,Yes,Check!,Yes,No,No,No,Yes,No,Yes,No,No,No,99
